,Unnamed: 0,Security,Symbol,GICS Sector,GICS Sub Industry,Ticker,Price,Shares Outstanding,Market Cap,Expected Growth - 5 Year,Last 12 Month Return,Beta,Avg Current Estimate,EPS
338,338,Netflix Inc.,NFLX,Communication Services,Movies & Entertainment,NFLX,369.56,437220000.0,162458000000.0,0.4559,0.19,1.58,3.42,2.8
339,339,Newell Brands,NWL,Consumer Discretionary,Housewares & Specialties,NWL,14.39,423080000.0,6063000000.0,-0.313,-0.4781,1.1,1.56,-14.6
340,340,Newmont Mining Corporation,NEM,Materials,Gold,NEM,30.74,819770000.0,25232000000.0,0.1349,-0.21710000000000002,-0.26,1.23,0.44
341,341,News Corp. Class A,NWSA,Communication Services,Publishing,NWSA,12.44,385630000.0,7297000000.0,0.1469,-0.22149999999999997,1.07,0.4,-2.23
342,342,News Corp. Class B,NWS,Communication Services,Publishing,NWS,12.64,199630000.0,7274000000.0,-,-0.22949999999999998,1.15,-,-2.23
343,343,NextEra Energy,NEE,Utilities,Multi-Utilities,NEE,191.76,478940000.0,92837000000.0,0.0747,0.17,0.18,8.4,6.01
344,344,Nielsen Holdings,NLSN,Industrials,Research & Consulting Services,NLSN,25.49,354490000.0,9096000000.0,0.0471,-0.19399999999999998,1.17,1.69,-2.0
345,345,Nike,NKE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NKE,88.29,1260000000.0,137842000000.0,0.14029999999999998,0.2905,0.95,2.54,2.57
346,346,NiSource Inc.,NI,Utilities,Multi-Utilities,NI,27.51,372970000.0,10357000000.0,0.0483,0.1259,0.33,1.31,-0.18
347,347,Noble Energy Inc,NBL,Energy,Oil & Gas Exploration & Production,NBL,27.81,479020000.0,12979000000.0,0.21280000000000002,-0.1895,1.59,0.15,-0.14
348,348,Nordstrom,JWN,Consumer Discretionary,Department Stores,JWN,40.86,154950000.0,6341000000.0,-,-0.19260000000000002,0.39,3.75,3.32
349,349,Norfolk Southern Corp.,NSC,Industrials,Railroads,NSC,202.49,265970000.00000003,54159000000.0,0.1374,0.4138,1.4,10.68,10.11
350,350,Northern Trust Corp.,NTRS,Financials,Asset Management & Custody Banks,NTRS,98.72,217680000.0,21345000000.0,0.11720000000000001,-0.0766,1.06,6.73,6.54
351,351,Northrop Grumman Corp.,NOC,Industrials,Aerospace & Defense,NOC,288.47,169800000.0,49048000000.0,0.1396,-0.1119,1.07,19.01,18.75
352,352,Norwegian Cruise Line,NCLH,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",NCLH,57.14,215390000.0,12182000000.0,0.075,0.0675,2.24,5.31,4.25
353,353,NRG Energy,NRG,Utilities,Independent Power Producers & Energy Traders,NRG,40.81,278980000.0,11402000000.0,0.414,0.3177,0.27,3.57,0.87
354,354,Nucor Corp.,NUE,Materials,Steel,NUE,56.79,304790000.0,17339000000.0,-0.1778,-0.07690000000000001,1.52,5.92,7.98
355,355,Nvidia Corporation,NVDA,Information Technology,Semiconductors,NVDA,178.03,608490000.0,110423000000.0,-,-0.2026,2.37,5.3,6.63
356,356,O'Reilly Automotive,ORLY,Consumer Discretionary,Specialty Stores,ORLY,373.72,78260000.0,29461000000.0,0.1539,0.4644,0.94,17.78,16.56
357,357,Occidental Petroleum,OXY,Energy,Oil & Gas Exploration & Production,OXY,58.65,747880000.0,43916000000.0,0.13369999999999999,-0.2217,1.15,3.74,5.39
358,358,Omnicom Group,OMC,Communication Services,Advertising,OMC,80.67,220170000.0,17554000000.0,0.03,0.0975,0.18,5.91,5.87
359,359,ONEOK,OKE,Energy,Oil & Gas Storage & Transportation,OKE,69.01,412740000.0,28071000000.0,0.1409,0.13949999999999999,1.08,2.98,2.78
360,360,Oracle Corp.,ORCL,Information Technology,Application Software,ORCL,55.06,3420000000.0,188125000000.0,0.10400000000000001,0.20600000000000002,1.04,3.44,2.79
361,361,PACCAR Inc.,PCAR,Industrials,Construction Machinery & Heavy Trucks,PCAR,72.0,346790000.0,24810000000.0,0.0408,0.1202,1.47,6.41,6.24
362,362,Packaging Corporation of America,PKG,Materials,Paper Packaging,PKG,99.16,93750000.0,9296000000.0,0.021400000000000002,-0.145,1.39,8.27,8.29
363,363,Parker-Hannifin,PH,Industrials,Industrial Machinery,PH,182.84,129370000.0,23442000000.0,0.09119999999999999,0.11449999999999999,1.73,11.65,10.48
364,364,Paychex Inc.,PAYX,Information Technology,Internet Software & Services,PAYX,83.71,359390000.0,30157000000.0,0.095,0.3804,1.2,2.86,2.65
365,365,PayPal,PYPL,Information Technology,Data Processing & Outsourced Services,PYPL,112.44,1170000000.0,132291000000.0,0.2122,0.507,0.91,2.89,1.85
366,366,Pentair plc,PNR,Industrials,Industrial Machinery,PNR,38.95,171890000.0,6685000000.0,0.069,-0.14,1.12,2.31,1.68
367,367,People's United Financial,PBCT,Financials,Thrifts & Mortgage Finance,PBCT,17.26,391050000.0,6773000000.0,0.1373,-0.050199999999999995,1.4,1.36,1.29
368,368,PepsiCo Inc.,PEP,Consumer Staples,Soft Drinks,PEP,127.05,1400000000.0,179584000000.0,0.0492,0.2551,0.56,5.52,8.86
369,369,PerkinElmer,PKI,Health Care,Health Care Equipment,PKI,95.16,110800000.0,10619000000.0,0.1259,0.2944,1.5,4.03,2.22
370,370,Perrigo,PRGO,Health Care,Pharmaceuticals,PRGO,47.6,135870000.0,6458000000.0,0.017,-0.3421,2.0,4.2,0.95
371,371,Pfizer Inc.,PFE,Health Care,Pharmaceuticals,PFE,40.4,5550000000.0,226874000000.0,0.0548,0.0814,0.59,2.89,1.87
372,372,Philip Morris International,PM,Consumer Staples,Tobacco,PM,84.83,1560000000.0,134172000000.0,0.061799999999999994,0.0354,0.98,5.13,4.95
373,373,Phillips 66,PSX,Energy,Oil & Gas Refining & Marketing,PSX,95.5,454350000.0,42891000000.0,-0.0875,-0.1433,0.83,7.72,11.8
374,374,Pinnacle West Capital,PNW,Utilities,Multi-Utilities,PNW,93.41,112270000.0,10629000000.0,0.0501,0.1631,0.14,4.85,4.54
375,375,Pioneer Natural Resources,PXD,Energy,Oil & Gas Exploration & Production,PXD,167.75,168490000.0,27883000000.0,0.46520000000000006,-0.1776,1.16,7.62,5.69
376,376,PNC Financial Services,PNC,Financials,Regional Banks,PNC,136.93,452000000.0,61714000000.0,0.08460000000000001,-0.0591,1.16,11.36,10.89
377,377,Polo Ralph Lauren Corp.,RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RL,131.58,52740000.0,10373000000.0,0.1192,0.2025,0.94,7.01,5.35
378,378,PPG Industries,PPG,Materials,Specialty Chemicals,PPG,117.14,236060000.0,27746000000.0,0.0959,0.1061,0.73,6.31,5.45
379,379,PPL Corp.,PPL,Utilities,Electric Utilities,PPL,30.67,720990000.0,22405000000.0,0.0063,0.050499999999999996,0.55,2.43,2.58
380,380,Principal Financial Group,PFG,Financials,Life & Health Insurance,PFG,57.48,278200000.0,15882000000.0,0.062,-0.0302,1.43,5.53,5.36
381,381,Procter & Gamble,PG,Consumer Staples,Personal Products,PG,104.86,2510000000.0,266836000000.0,0.0622,0.4484,0.22,4.46,4.2
382,382,Progressive Corp.,PGR,Financials,Property & Casualty Insurance,PGR,77.18,584000000.0,45418000000.0,0.1595,0.27899999999999997,0.7,5.0,5.03
383,383,Prologis,PLD,Real Estate,Industrial REITs,PLD,75.56,630790000.0,49266000000.0,-0.0605,0.1613,1.06,1.77,2.72
384,384,Prudential Financial,PRU,Financials,Life & Health Insurance,PRU,105.34,408330000.0,42936000000.0,0.08529999999999999,-0.0096,1.41,12.87,9.5
385,385,Public Serv. Enterprise Inc.,PEG,Utilities,Electric Utilities,PEG,58.79,505000000.0,30007000000.0,0.055,0.12560000000000002,0.46,3.26,2.83
386,386,Public Storage,PSA,Real Estate,Specialized REITs,PSA,217.41,174370000.0,38577000000.0,0.17,0.0764,0.14,7.41,8.54
387,387,Pulte Homes Inc.,PHM,Consumer Discretionary,Homebuilding,PHM,31.29,277140000.0,8726000000.0,0.0144,0.0319,0.56,3.38,3.57
388,388,PVH Corp.,PVH,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",PVH,130.19,75150000.0,9724000000.0,-,-0.1818,1.44,10.43,9.65
389,389,Qorvo,QRVO,Information Technology,Semiconductors,QRVO,75.61,122790000.0,9255000000.0,0.10830000000000001,0.11939999999999999,0.95,5.61,0.46
390,390,Quanta Services Inc.,PWR,Industrials,Construction & Engineering,PWR,40.6,142080000.0,5788000000.0,0.1009,0.24710000000000001,1.42,3.45,1.9
391,391,QUALCOMM Inc.,QCOM,Information Technology,Semiconductors,QCOM,86.98,1210000000.0,104657000000.0,0.067,0.7104,0.92,3.86,1.56
392,392,Quest Diagnostics,DGX,Health Care,Health Care Services,DGX,96.5,134380000.0,12924000000.0,0.054299999999999994,-0.049400000000000006,0.93,6.48,5.22
393,393,Raymond James Financial Inc.,RJF,Financials,Investment Banking & Brokerage,RJF,91.4,140400000.0,12817000000.0,0.0837,0.020499999999999997,1.41,7.14,6.82
394,394,Raytheon Co.,RTN,Industrials,Aerospace & Defense,RTN,175.58,279870000.0,49654000000.0,0.1319,-0.14400000000000002,1.29,11.61,10.72
395,395,Realty Income Corporation,O,Real Estate,Retail REITs,O,69.5,303800000.0,21292000000.0,0.078,0.3715,0.28,1.37,1.26
396,396,Red Hat Inc.,RHT,Information Technology,Systems Software,RHT,182.3,177760000.0,32423000000.0,-,0.11800000000000001,-0.29,3.96,2.33
397,397,Regency Centers Corporation,REG,Real Estate,Retail REITs,REG,66.63,167520000.0,11282000000.0,0.091,0.1324,0.66,1.51,1.46
398,398,Regeneron,REGN,Health Care,Biotechnology,REGN,343.8,107250000.0,37397000000.0,0.1148,0.1333,1.13,22.98,21.29
399,399,Regions Financial Corp.,RF,Financials,Regional Banks,RF,15.73,1010000000.0,15742000000.0,0.09,-0.16149999999999998,1.6,1.57,1.56
400,400,Republic Services Inc,RSG,Industrials,Environmental & Facilities Services,RSG,82.35,321590000.0,26566000000.0,0.1193,0.2695,0.57,3.24,3.16
401,401,ResMed,RMD,Health Care,Health Care Equipment,RMD,102.98,143300000.0,14943000000.0,0.1114,0.0891,0.55,3.53,3.12
402,402,Robert Half International,RHI,Industrials,Human Resource & Employment Services,RHI,62.4,116420000.0,7224000000.0,0.063,0.0253,1.41,3.98,3.72
403,403,Rockwell Automation Inc.,ROK,Industrials,Electrical Components & Equipment,ROK,181.46,118360000.0,21342000000.0,0.0861,0.1,1.5,9.02,7.85
404,404,Rollins Inc.,ROL,Industrials,Environmental & Facilities Services,ROL,38.97,327530000.0,12636000000.0,0.08199999999999999,0.2026,0.85,0.77,0.69
405,405,Roper Technologies,ROP,Industrials,Industrial Conglomerates,ROP,359.95,103610000.0,37218000000.0,0.03,0.3544,1.1,12.34,10.55
406,406,Ross Stores,ROST,Consumer Discretionary,Apparel Retail,ROST,98.27,367440000.0,35899000000.0,-,0.2155,0.8,4.52,4.26
407,407,Royal Caribbean Cruises Ltd,RCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",RCL,121.88,209640000.0,25447000000.0,0.124,0.13019999999999998,1.93,9.97,8.56
408,408,Salesforce.com,CRM,Information Technology,Internet Software & Services,CRM,165.19,774770000.0,128139999999.99998,-,0.3667,1.05,2.69,1.43
409,409,SBA Communications,SBAC,Real Estate,Specialized REITs,SBAC,199.61,113070000.0,22901000000.0,0.8531,0.247,0.57,1.02,0.41
410,410,Schlumberger Ltd.,SLB,Energy,Oil & Gas Equipment & Services,SLB,43.86,1390000000.0,58985000000.0,0.213,-0.3665,1.69,1.58,1.45
411,411,Seagate Technology,STX,Information Technology,"Technology Hardware, Storage & Peripherals",STX,47.23,279250000.0,13516000000.0,0.0556,-0.2237,1.98,4.64,5.75
412,412,Sealed Air,SEE,Materials,Paper Packaging,SEE,46.66,155750000.0,7297000000.0,0.1528,0.0616,1.09,2.73,1.21
413,413,Sempra Energy,SRE,Utilities,Multi-Utilities,SRE,125.91,274180000.0,35050000000.0,0.08,0.1252,0.38,6.01,3.42
414,414,Sherwin-Williams,SHW,Materials,Specialty Chemicals,SHW,452.0,92190000.0,41793000000.0,0.1387,0.2281,1.23,21.06,11.68
415,415,Simon Property Group Inc,SPG,Real Estate,Retail REITs,SPG,174.9,308990000.0,61453000000.0,0.086,0.1242,0.6,7.18,7.87
416,416,Skyworks Solutions,SWKS,Information Technology,Semiconductors,SWKS,87.02,173000000.0,15205000000.0,0.1117,0.0005,0.68,6.61,6.24
417,417,SL Green Realty,SLG,Real Estate,Office REITs,SLG,87.16,83270000.0,7714000000.0,-0.1084,-0.1082,1.39,1.51,2.05
418,418,Snap-on,SNA,Industrials,Industrial Machinery,SNA,168.94,55400000.0,9357000000.0,0.0725,0.1637,1.4,12.34,12.21
419,419,Southern Co.,SO,Utilities,Electric Utilities,SO,52.35,1040000000.0,55091000000.0,0.0217,0.1331,0.3,3.03,2.17
420,420,Southwest Airlines,LUV,Industrials,Airlines,LUV,53.93,546650000.0,29798000000.0,0.1204,0.0189,1.81,4.62,4.22
421,421,"S&P Global, Inc.",SPGI,Financials,Financial Exchanges & Data,SPGI,220.0,246080000.0,54219000000.0,0.09300000000000001,0.1649,0.96,9.08,7.73
422,422,Stanley Black & Decker,SWK,Industrials,Industrial Machinery,SWK,147.52,151530000.0,22237000000.0,0.091,0.0405,1.31,8.56,4.01
423,423,Starbucks Corp.,SBUX,Consumer Discretionary,Restaurants,SBUX,77.0,1240000000.0,96541000000.0,0.1125,0.33590000000000003,0.42,2.71,2.32
424,424,State Street Corp.,STT,Financials,Asset Management & Custody Banks,STT,68.46,376720000.0,25432000000.0,0.0276,-0.3145,1.64,6.51,5.96
425,425,Stryker Corp.,SYK,Health Care,Health Care Equipment,SYK,187.54,373100000.0,70123000000.0,0.1057,0.10550000000000001,1.04,8.15,9.27
426,426,SunTrust Banks,STI,Financials,Regional Banks,STI,65.81,443710000.0,29034000000.0,0.0897,-0.0144,1.68,5.69,5.7
427,427,SVB Financial,SIVB,Financials,Regional Banks,SIVB,252.25,52320000.0,13145000000.0,0.08,-0.1566,2.46,20.34,19.91
428,428,Symantec Corp.,SYMC,Information Technology,Application Software,SYMC,24.33,639220000.0,15488000000.0,0.1057,-0.1245,0.96,1.59,-0.1
429,429,Synchrony Financial,SYF,Financials,Consumer Finance,SYF,34.53,689320000.0,23854000000.0,0.2193,0.0374,1.67,4.29,4.46
430,430,Synopsys Inc.,SNPS,Information Technology,Application Software,SNPS,119.88,149680000.0,18105000000.0,0.1,0.4017,1.35,4.28,3.83
431,431,Sysco Corp.,SYY,Consumer Staples,Food Distributors,SYY,69.79,513460000.00000006,36143000000.0,0.09789999999999999,0.1148,0.73,3.45,2.8
432,432,T. Rowe Price Group,TROW,Financials,Asset Management & Custody Banks,TROW,107.42,236480000.0,25376000000.0,0.0334,-0.0575,0.99,7.41,7.59
433,433,Take-Two Interactive,TTWO,Communication Services,Interactive Home Entertainment,TTWO,97.12,105770000.0,10242000000.0,0.2134,-0.025699999999999997,1.14,4.79,3.19
434,434,"Tapestry, Inc.",TPR,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",TPR,32.04,289980000.0,9307000000.0,0.0572,-0.3987,1.02,2.58,2.5
435,435,Target Corp.,TGT,Consumer Discretionary,General Merchandise Stores,TGT,78.06,516330000.00000006,39985000000.0,-,0.0716,1.05,5.83,5.51
436,436,TE Connectivity Ltd.,TEL,Information Technology,Electronic Manufacturing Services,TEL,93.9,336870000.0,32039000000.0,0.10400000000000001,0.0268,0.98,5.52,8.16
437,437,TechnipFMC,FTI,Energy,Oil & Gas Equipment & Services,FTI,25.29,447550000.0,11023000000.0,0.237,-0.2376,1.14,1.35,-4.39
438,438,Teleflex Inc,TFX,Health Care,Health Care Equipment,TFX,280.61,46070000.0,13176000000.0,0.13849999999999998,0.047400000000000005,1.24,11.03,4.29
439,439,Texas Instruments,TXN,Information Technology,Semiconductors,TXN,116.88,938800000.0,110722000000.0,0.08039999999999999,0.1505,1.12,5.18,5.51
440,440,Textron Inc.,TXT,Industrials,Aerospace & Defense,TXT,53.44,232760000.0,12332000000.0,0.1448,-0.1392,1.79,3.71,4.92
441,441,Thermo Fisher Scientific,TMO,Health Care,Health Care Equipment,TMO,273.28,399000000.0,110836000000.0,0.11130000000000001,0.2956,1.3,12.19,7.83
442,442,Tiffany & Co.,TIF,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",TIF,107.55,121420000.0,13124000000.0,-,0.0464,1.28,4.98,4.75
443,443,"Twitter, Inc.",TWTR,Communication Services,Interactive Media & Services,TWTR,39.79,765680000.0,30577000000.0,0.34729999999999994,0.3124,-0.17,1.06,1.73
444,444,TJX Companies Inc.,TJX,Consumer Discretionary,Apparel Retail,TJX,54.86,1210000000.0,66519999999.99999,-,0.2912,0.86,2.61,2.43
445,445,Torchmark Corp.,TMK,Financials,Life & Health Insurance,TMK,87.81,110310000.0,9667000000.0,0.079,0.011200000000000002,1.1,6.68,6.25
446,446,Total System Services,TSS,Information Technology,Internet Software & Services,TSS,101.47,177400000.0,18112000000.0,0.1275,0.2024,1.0,4.87,3.27
447,447,Tractor Supply Company,TSCO,Consumer Discretionary,Specialty Stores,TSCO,104.2,121110000.0,12525000000.0,0.11410000000000001,0.5396,1.22,4.7,4.38
448,448,TransDigm Group,TDG,Industrials,Aerospace & Defense,TDG,482.79,52900000.0,25513000000.0,0.10400000000000001,0.5053,1.34,16.96,14.6
449,449,The Travelers Companies Inc.,TRV,Financials,Property & Casualty Insurance,TRV,141.83,261910000.00000003,37521000000.0,0.1437,0.07490000000000001,0.97,11.17,9.84
450,450,TripAdvisor,TRIP,Communication Services,Interactive Media & Services,TRIP,53.0,126220000.0,7424000000.0,0.10800000000000001,0.4265,0.13,1.93,0.81
451,451,Twenty-First Century Fox Class A,FOXA,Communication Services,Movies & Entertainment,FOXA,39.19,354330000.0,24148000000.0,0.0579,0.0722,-,2.3,7.45
452,452,Twenty-First Century Fox Class B,FOX,Communication Services,Movies & Entertainment,FOX,38.59,266170000.00000003,24145000000.0,0.092,0.0737,-,2.05,7.45
453,453,Tyson Foods,TSN,Consumer Staples,Packaged Foods & Meats,TSN,74.37,295260000.0,27417000000.0,0.033,0.058499999999999996,0.59,5.93,5.27
454,454,UDR Inc,UDR,Real Estate,Residential REITs,UDR,44.35,281180000.0,13694000000.0,-0.3421,0.2279,0.69,0.36,0.74
455,455,Ulta Beauty,ULTA,Consumer Discretionary,Specialty Stores,ULTA,351.12,58750000.0,20512000000.0,-,0.3985,1.35,12.8,10.94
456,456,U.S. Bancorp,USB,Financials,Diversified Banks,USB,53.13,1600000000.0,84819000000.0,0.0816,0.050499999999999996,1.23,4.29,4.18
457,457,Under Armour Class A,UAA,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",UAA,22.83,187900000.0,9724000000.0,0.3682,0.2872,0.71,0.34,-0.1
458,458,Under Armour Class C,UA,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",UA,20.61,226520000.0,9787000000.0,0.359,0.3394,0.93,0.35,-0.1
459,459,Union Pacific,UNP,Industrials,Railroads,UNP,176.08,707840000.0,125624000000.0,0.1315,0.3201,1.27,9.09,8.18
460,460,United Continental Holdings,UAL,Industrials,Airlines,UAL,89.66,263130000.0,23605000000.0,0.1281,0.3268,1.15,11.06,8.36
461,461,United Health Group Inc.,UNH,Health Care,Managed Health Care,UNH,238.08,952240000.0,222502000000.0,0.1451,0.0044,0.98,14.7,12.88
462,462,United Parcel Service,UPS,Industrials,Air Freight & Logistics,UPS,104.68,696630000.0,91265000000.0,0.0907,-0.07629999999999999,1.41,7.55,5.24
463,463,"United Rentals, Inc.",URI,Industrials,Trading Companies & Distributors,URI,141.12,78620000.0,11078000000.0,0.1637,-0.0604,2.39,19.13,13.23
464,464,United Technologies,UTX,Industrials,Aerospace & Defense,UTX,142.44,862290000.0,122747000000.0,0.086,0.18289999999999998,1.31,7.95,6.44
465,465,"Universal Health Services, Inc.",UHS,Health Care,Health Care Facilities,UHS,127.66,83840000.0,11561000000.0,0.1096,0.1139,1.28,10.05,8.5
466,466,Unum Group,UNM,Financials,Life & Health Insurance,UNM,36.95,212290000.0,7821000000.0,0.0779,-0.23600000000000002,1.57,5.46,2.38
467,467,V.F. Corp.,VFC,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",VFC,94.09,395600000.0,37317000000.0,0.13390000000000002,0.1684,1.5,3.76,4.32
468,468,Valero Energy,VLO,Energy,Oil & Gas Refining & Marketing,VLO,89.76,417610000.0,37877000000.0,0.2648,-0.1923,1.26,6.7,6.58
469,469,Varian Medical Systems,VAR,Health Care,Health Care Equipment,VAR,134.74,90780000.0,12309000000.0,0.0707,0.1689,0.96,4.73,4.12
470,470,Ventas Inc,VTR,Real Estate,Health Care REITs,VTR,60.32,357350000.0,22071000000.0,0.069,0.1649,0.38,1.29,1.27
471,471,Verisign Inc.,VRSN,Information Technology,Internet Services & Infrastructure,VRSN,197.0,119180000.0,23521000000.0,0.08,0.6817,0.87,5.17,5.01
472,472,Verisk Analytics,VRSK,Industrials,Research & Consulting Services,VRSK,140.61,163510000.0,23067000000.0,0.09939999999999999,0.3186,0.85,4.43,3.56
473,473,Verizon Communications,VZ,Communication Services,Integrated Telecommunication Services,VZ,56.99,4139999999.9999995,236935000000.0,0.025099999999999997,0.1518,0.47,4.74,3.87
474,474,Vertex Pharmaceuticals Inc,VRTX,Health Care,Biotechnology,VRTX,173.93,255660000.0,43684000000.0,0.5487,0.1264,1.43,4.1,8.09
475,475,Viacom Inc.,VIAB,Communication Services,Movies & Entertainment,VIAB,29.37,353640000.0,11974000000.0,0.0496,-0.0255,1.3,4.24,3.73
476,476,Visa Inc.,V,Information Technology,IT Services,V,164.98,1740000000.0,359180000000.0,0.1561,0.2937,0.88,5.31,4.84
477,477,Vornado Realty Trust,VNO,Real Estate,Office REITs,VNO,68.88,190740000.0,14069000000.0,0.17329999999999998,0.0098,1.13,1.51,2.01
478,478,Vulcan Materials,VMC,Materials,Construction Materials,VMC,125.0,132070000.0,16664000000.000002,0.18100000000000002,0.1018,0.91,4.78,3.86
479,479,Wabtec Corporation,WAB,Industrials,Construction Machinery & Heavy Trucks,WAB,73.8,162470000.0,12048000000.0,0.14,-0.16879999999999998,1.4,4.15,1.96
480,480,Walmart,WMT,Consumer Staples,Hypermarkets & Super Centers,WMT,101.77,2870000000.0,294339000000.0,-,0.1481,0.66,4.75,2.26
481,481,Walgreens Boots Alliance,WBA,Consumer Staples,Drug Retail,WBA,53.67,914300000.0,49098000000.0,0.0512,-0.19399999999999998,0.78,6.03,5.33
482,482,The Walt Disney Company,DIS,Communication Services,Movies & Entertainment,DIS,139.12,1800000000.0,246615000000.0,0.042699999999999995,0.3884,0.51,6.66,7.3
483,483,Waste Management Inc.,WM,Industrials,Environmental & Facilities Services,WM,106.76,424760000.0,45553000000.0,0.105,0.3095,0.67,4.36,4.36
484,484,Waters Corporation,WAT,Health Care,Health Care Distributors,WAT,212.86,70760000.0,15090000000.0,0.1143,0.1258,1.28,9.22,7.8
485,485,Wec Energy Group Inc,WEC,Utilities,Electric Utilities,WEC,77.01,315450000.0,24662000000.0,0.0582,0.19699999999999998,0.31,3.51,3.44
486,486,WellCare,WCG,Health Care,Managed Health Care,WCG,263.28,50300000.0,13073000000.0,0.1999,0.2802,1.42,13.53,9.29
487,487,Wells Fargo,WFC,Financials,Diversified Banks,WFC,48.35,4510000000.0,217814000000.0,0.1351,-0.071,1.27,4.77,4.52
488,488,Welltower Inc.,WELL,Real Estate,Health Care REITs,WELL,73.13,386360000.0,28950000000.0,0.13,0.36579999999999996,0.52,2.62,2.02
489,489,Western Digital,WDC,Information Technology,"Technology Hardware, Storage & Peripherals",WDC,49.3,290850000.0,14926000000.0,-0.138,-0.3594,1.72,5.48,2.73
490,490,Western Union Co,WU,Information Technology,Internet Software & Services,WU,19.39,436120000.0,8472000000.0,0.0274,-0.0172,0.76,1.87,1.87
491,491,WestRock,WRK,Materials,Paper Packaging,WRK,37.04,252480000.0,9658000000.0,0.1497,-0.3737,1.58,3.99,3.51
492,492,Weyerhaeuser,WY,Real Estate,Specialized REITS,WY,26.42,744790000.0,19986000000.0,0.05,-0.28059999999999996,1.72,0.73,0.25
493,493,Whirlpool Corp.,WHR,Consumer Discretionary,Household Appliances,WHR,138.55,63340000.0,8817000000.0,0.086,-0.1058,1.78,14.72,2.96
494,494,Williams Cos.,WMB,Energy,Oil & Gas Storage & Transportation,WMB,28.44,1210000000.0,34177000000.0,0.1101,0.09949999999999999,1.51,0.94,-0.16
495,495,Willis Towers Watson,WLTW,Financials,Insurance Brokers,WLTW,181.32,129199999.99999999,23688000000.0,0.1093,0.2223,0.54,10.77,5.27
496,496,Wynn Resorts Ltd,WYNN,Consumer Discretionary,Casinos & Gaming,WYNN,146.63,107640000.0,15559000000.0,0.14,-0.201,1.31,6.39,5.35
497,497,Xcel Energy Inc,XEL,Utilities,Multi-Utilities,XEL,55.43,514669999.99999994,29001000000.0,0.062400000000000004,0.1838,0.25,2.61,2.51
498,498,Xerox,XRX,Information Technology,"Technology Hardware, Storage & Peripherals",XRX,32.89,226410000.0,7542000000.0,0.08800000000000001,0.050199999999999995,2.2,3.78,1.86
499,499,Xilinx,XLNX,Information Technology,Semiconductors,XLNX,117.13,253160000.0,30404000000.0,-,0.8225,1.41,3.83,3.47
500,500,Xylem Inc.,XYL,Industrials,Industrial Machinery,XYL,83.85,179850000.0,15035000000.0,0.16,0.14980000000000002,1.13,3.3,3.03
501,501,Yum! Brands Inc,YUM,Consumer Discretionary,Restaurants,YUM,103.89,305900000.0,31892000000.0,0.158,0.1917,0.4,3.83,4.69
502,502,Zimmer Biomet Holdings,ZBH,Health Care,Health Care Equipment,ZBH,120.84,204580000.0,25045000000.0,0.0463,0.049100000000000005,1.41,7.8,-1.51
503,503,Zions Bancorp,ZION,Financials,Regional Banks,ZION,49.38,182510000.0,8981000000.0,0.075,-0.0974,1.52,4.48,4.03
504,504,Zoetis,ZTS,Health Care,Pharmaceuticals,ZTS,101.24,479150000.0,48873000000.0,0.1463,0.213,0.65,3.47,2.93
505,505,Aaron's Inc.,AAN,Consumer Discretionary,Home Furnishing Retail,AAN,55.73,67680000.0,3751000000.0,0.12,0.3493,1.11,3.76,2.87
506,506,Applied Optoelect,AAOI,Information Technology,Communications Equipment,AAOI,12.42,19890000.0,246217000.0,0.13,-0.6108,2.43,-0.54,-0.11
507,507,AAON Inc,AAON,Industrials,Building Products,AAON,50.11,52070000.0,2617000000.0,0.12,0.4732,0.7,1.26,0.81
508,508,American Assets Trust,AAT,Real Estate,Diversified REITs,AAT,46.2,48010000.0,3017000000.0,0.03,0.3765,0.41,0.86,0.42
509,509,Atlas Air Worldwide Holdings,AAWW,Industrials,Air Freight and Logistics,AAWW,48.74,25850000.0,1262000000.0,0.1,-0.2284,1.61,7.62,5.21
510,510,Axon Inc,AAXN,Industrials,Aerospace and Defense,AAXN,63.25,59120000.0,3731000000.0,0.3,0.5095000000000001,0.79,0.92,0.5
511,511,Ameris Bancorp,ABCB,Financials,Regional Banks,ABCB,36.91,47420000.0,1737000000.0,0.08,-0.2888,1.86,4.07,2.95
512,512,Asbury Automotive Group Inc,ABG,Customer Discretionary,Automotive Retail,ABG,79.82,19520000.0,1568000000.0,0.1675,0.1882,1.21,8.85,8.47
513,513,ABM Industries Incorporated,ABM,Industrials,Environmental and Facilities Services,ABM,37.94,66239999.99999999,2510000000.0,0.16,0.2159,0.55,1.99,1.25
514,514,American Campus Communities,ACC,Real Estate,Residential REITs,ACC,46.74,137210000.0,6510000000.0,0.17620000000000002,0.1959,0.43,0.63,0.87
515,515,Aceto Cp,ACET,Health Care,Healthcare Distributors,ACET,0.159,-,4147999.9999999995,0.1,-,-,0.0,-
